Country_code_A3,activity_code,month_id,Daytype_id,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
CHN,N2O,6,2,0.033229491,0.033229491,0.033229491,0.033229491,0.033229491,0.034267913,0.036344756,0.039460021,0.043613707,0.048805815,0.050882658,0.053997923,0.05815161,0.057113188,0.056074766,0.052959502,0.048805815,0.043613707,0.039460021,0.036344756,0.034267913,0.033229491,0.033229491,0.033229491
CHN,N2O,6,3,0.037441498,0.037441498,0.037441498,0.037441498,0.037441498,0.037961518,0.03900156,0.040561622,0.042641706,0.04524181,0.046281851,0.047841914,0.049921997,0.049401976,0.048881955,0.047321893,0.04524181,0.042641706,0.040561622,0.03900156,0.037961518,0.037441498,0.037441498,0.037441498
CHN,N2O,7,1,0.02484472,0.02484472,0.02484472,0.02484472,0.02484472,0.026915114,0.031055901,0.037267081,0.045548654,0.055900621,0.060041408,0.066252588,0.074534161,0.072463768,0.070393375,0.064182195,0.055900621,0.045548654,0.037267081,0.031055901,0.026915114,0.02484472,0.02484472,0.02484472
CHN,N2O,7,2,0.033229491,0.033229491,0.033229491,0.033229491,0.033229491,0.034267913,0.036344756,0.039460021,0.043613707,0.048805815,0.050882658,0.053997923,0.05815161,0.057113188,0.056074766,0.052959502,0.048805815,0.043613707,0.039460021,0.036344756,0.034267913,0.033229491,0.033229491,0.033229491
CHN,N2O,7,3,0.037441498,0.037441498,0.037441498,0.037441498,0.037441498,0.037961518,0.03900156,0.040561622,0.042641706,0.04524181,0.046281851,0.047841914,0.049921997,0.049401976,0.048881955,0.047321893,0.04524181,0.042641706,0.040561622,0.03900156,0.037961518,0.037441498,0.037441498,0.037441498
CHN,N2O,8,1,0.02484472,0.02484472,0.02484472,0.02484472,0.02484472,0.026915114,0.031055901,0.037267081,0.045548654,0.055900621,0.060041408,0.066252588,0.074534161,0.072463768,0.070393375,0.064182195,0.055900621,0.045548654,0.037267081,0.031055901,0.026915114,0.02484472,0.02484472,0.02484472
CHN,N2O,8,2,0.033229491,0.033229491,0.033229491,0.033229491,0.033229491,0.034267913,0.036344756,0.039460021,0.043613707,0.048805815,0.050882658,0.053997923,0.05815161,0.057113188,0.056074766,0.052959502,0.048805815,0.043613707,0.039460021,0.036344756,0.034267913,0.033229491,0.033229491,0.033229491
CHN,N2O,8,3,0.037441498,0.037441498,0.037441498,0.037441498,0.037441498,0.037961518,0.03900156,0.040561622,0.042641706,0.04524181,0.046281851,0.047841914,0.049921997,0.049401976,0.048881955,0.047321893,0.04524181,0.042641706,0.040561622,0.03900156,0.037961518,0.037441498,0.037441498,0.037441498
CHN,N2O,9,1,0.02484472,0.02484472,0.02484472,0.02484472,0.02484472,0.026915114,0.031055901,0.037267081,0.045548654,0.055900621,0.060041408,0.066252588,0.074534161,0.072463768,0.070393375,0.064182195,0.055900621,0.045548654,0.037267081,0.031055901,0.026915114,0.02484472,0.02484472,0.02484472
CHN,N2O,9,2,0.033229491,0.033229491,0.033229491,0.033229491,0.033229491,0.034267913,0.036344756,0.039460021,0.043613707,0.048805815,0.050882658,0.053997923,0.05815161,0.057113188,0.056074766,0.052959502,0.048805815,0.043613707,0.039460021,0.036344756,0.034267913,0.033229491,0.033229491,0.033229491
CHN,N2O,9,3,0.037441498,0.037441498,0.037441498,0.037441498,0.037441498,0.037961518,0.03900156,0.040561622,0.042641706,0.04524181,0.046281851,0.047841914,0.049921997,0.049401976,0.048881955,0.047321893,0.04524181,0.042641706,0.040561622,0.03900156,0.037961518,0.037441498,0.037441498,0.037441498
CHN,N2O,10,1,0.02484472,0.02484472,0.02484472,0.02484472,0.02484472,0.026915114,0.031055901,0.037267081,0.045548654,0.055900621,0.060041408,0.066252588,0.074534161,0.072463768,0.070393375,0.064182195,0.055900621,0.045548654,0.037267081,0.031055901,0.026915114,0.02484472,0.02484472,0.02484472
CHN,N2O,10,2,0.033229491,0.033229491,0.033229491,0.033229491,0.033229491,0.034267913,0.036344756,0.039460021,0.043613707,0.048805815,0.050882658,0.053997923,0.05815161,0.057113188,0.056074766,0.052959502,0.048805815,0.043613707,0.039460021,0.036344756,0.034267913,0.033229491,0.033229491,0.033229491
CHN,N2O,10,3,0.037441498,0.037441498,0.037441498,0.037441498,0.037441498,0.037961518,0.03900156,0.040561622,0.042641706,0.04524181,0.046281851,0.047841914,0.049921997,0.049401976,0.048881955,0.047321893,0.04524181,0.042641706,0.040561622,0.03900156,0.037961518,0.037441498,0.037441498,0.037441498
CHN,N2O,11,1,0.02484472,0.02484472,0.02484472,0.02484472,0.02484472,0.026915114,0.031055901,0.037267081,0.045548654,0.055900621,0.060041408,0.066252588,0.074534161,0.072463768,0.070393375,0.064182195,0.055900621,0.045548654,0.037267081,0.031055901,0.026915114,0.02484472,0.02484472,0.02484472
CHN,N2O,11,2,0.033229491,0.033229491,0.033229491,0.033229491,0.033229491,0.034267913,0.036344756,0.039460021,0.043613707,0.048805815,0.050882658,0.053997923,0.05815161,0.057113188,0.056074766,0.052959502,0.048805815,0.043613707,0.039460021,0.036344756,0.034267913,0.033229491,0.033229491,0.033229491
CHN,N2O,11,3,0.037441498,0.037441498,0.037441498,0.037441498,0.037441498,0.037961518,0.03900156,0.040561622,0.042641706,0.04524181,0.046281851,0.047841914,0.049921997,0.049401976,0.048881955,0.047321893,0.04524181,0.042641706,0.040561622,0.03900156,0.037961518,0.037441498,0.037441498,0.037441498
CHN,N2O,12,1,0.02484472,0.02484472,0.02484472,0.02484472,0.02484472,0.026915114,0.031055901,0.037267081,0.045548654,0.055900621,0.060041408,0.066252588,0.074534161,0.072463768,0.070393375,0.064182195,0.055900621,0.045548654,0.037267081,0.031055901,0.026915114,0.02484472,0.02484472,0.02484472
CHN,N2O,12,2,0.033229491,0.033229491,0.033229491,0.033229491,0.033229491,0.034267913,0.036344756,0.039460021,0.043613707,0.048805815,0.050882658,0.053997923,0.05815161,0.057113188,0.056074766,0.052959502,0.048805815,0.043613707,0.039460021,0.036344756,0.034267913,0.033229491,0.033229491,0.033229491
CHN,N2O,12,3,0.037441498,0.037441498,0.037441498,0.037441498,0.037441498,0.037961518,0.03900156,0.040561622,0.042641706,0.04524181,0.046281851,0.047841914,0.049921997,0.049401976,0.048881955,0.047321893,0.04524181,0.042641706,0.040561622,0.03900156,0.037961518,0.037441498,0.037441498,0.037441498
CHN,NEU,1,1,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,1,2,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,1,3,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,2,1,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,2,2,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,2,3,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,3,1,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,3,2,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,3,3,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,4,1,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,4,2,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,4,3,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,5,1,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,5,2,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,5,3,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,6,1,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,6,2,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,6,3,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,7,1,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,7,2,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,7,3,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,8,1,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,8,2,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,8,3,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,9,1,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,9,2,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,9,3,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,10,1,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,10,2,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,10,3,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,11,1,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,11,2,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,11,3,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,12,1,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,12,2,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NEU,12,3,0.040685225,0.040685225,0.040685225,0.040685225,0.040685225,0.041755889,0.041755889,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.042826552,0.041755889,0.041755889,0.040685225,0.040685225,0.038543897,0.038543897
CHN,NFE,1,1,0.036036036,0.038288288,0.038288288,0.040540541,0.040540541,0.042792793,0.042792793,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.042792793,0.042792793,0.040540541,0.040540541,0.038288288,0.038288288,0.036036036,0.036036036
CHN,NFE,1,2,0.036036036,0.038288288,0.038288288,0.040540541,0.040540541,0.042792793,0.042792793,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.042792793,0.042792793,0.040540541,0.040540541,0.038288288,0.038288288,0.036036036,0.036036036
CHN,NFE,1,3,0.036036036,0.038288288,0.038288288,0.040540541,0.040540541,0.042792793,0.042792793,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.042792793,0.042792793,0.040540541,0.040540541,0.038288288,0.038288288,0.036036036,0.036036036
CHN,NFE,2,1,0.036036036,0.038288288,0.038288288,0.040540541,0.040540541,0.042792793,0.042792793,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.042792793,0.042792793,0.040540541,0.040540541,0.038288288,0.038288288,0.036036036,0.036036036
CHN,NFE,2,2,0.036036036,0.038288288,0.038288288,0.040540541,0.040540541,0.042792793,0.042792793,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.042792793,0.042792793,0.040540541,0.040540541,0.038288288,0.038288288,0.036036036,0.036036036
CHN,NFE,2,3,0.036036036,0.038288288,0.038288288,0.040540541,0.040540541,0.042792793,0.042792793,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.045045045,0.042792793,0.042792793,0.040540541,0.040540541,0.038288288,0.038288288,0.036036036,0.036036036
